Kombinacija,Ishod,Spin_profit,Total_profit 
"tre, tre, tre",Vocni_jackpot,-2.5,1293.0
"tre, lim, gro",fail,0.5,1293.5
"lim, jag, lim",Duple_vockice,-0.5,1293.0
"tre, src, jag",fail,0.5,1293.5
"nar, src, tre",fail,0.5,1294.0
"jag, tre, gro",fail,0.5,1294.5
"lim, kes, nar",fail,0.5,1295.0
"nar, src, jag",fail,0.5,1295.5
"tre, nar, tre",Duple_vockice,-0.5,1295.0
"gro, gro, gro",Vocni_jackpot,-2.5,1292.5
"jag, nar, kes",fail,0.5,1293.0
"src, gro, kes",fail,0.5,1293.5
"kes, src, tre",fail,0.5,1294.0
"tre, tre, tre",Vocni_jackpot,-2.5,1291.5
"nar, jag, kes",fail,0.5,1292.0
"kes, lim, tre",fail,0.5,1292.5
"lim, tre, tre",Duple_vockice,-0.5,1292.0
"kes, lim, tre",fail,0.5,1292.5
"src, kes, lim",fail,0.5,1293.0
"kes, gro, jag",fail,0.5,1293.5
"tre, nar, nar",Duple_vockice,-0.5,1293.0
"nar, nar, gro",Duple_vockice,-0.5,1292.5
"jag, kes, lim",fail,0.5,1293.0
"kes, src, tre",fail,0.5,1293.5
"gro, tre, gro",Duple_vockice,-0.5,1293.0
"jag, tre, gro",fail,0.5,1293.5
"tre, kes, tre",Duple_vockice,-0.5,1293.0
"tre, src, tre",Duple_vockice,-0.5,1292.5
"jag, tre, kes",fail,0.5,1293.0
"nar, kes, kes",bonus_x2,0.5,1293.5
"tre, jag, tre",Duple_vockice,-1.5,1292.0
"tre, gro, lim",fail,0.5,1292.5
"kes, jag, nar",fail,0.5,1293.0
"tre, nar, tre",Duple_vockice,-0.5,1292.5
"tre, src, jag",fail,0.5,1293.0
"src, lim, jag",fail,0.5,1293.5
"jag, lim, jag",Duple_vockice,-0.5,1293.0
"kes, src, tre",fail,0.5,1293.5
"lim, jag, jag",Duple_vockice,-0.5,1293.0
"jag, nar, gro",fail,0.5,1293.5
"src, src, nar",free_spin,0.5,1294.0
"gro, src, lim",fail,0.0,1294.0
"kes, jag, nar",fail,0.5,1294.5
"lim, lim, gro",Duple_vockice,-0.5,1294.0
"kes, kes, gro",bonus_x2,0.5,1294.5
"src, gro, jag",fail,0.5,1295.0
"kes, jag, tre",fail,0.5,1295.5
"src, src, lim",free_spin,0.5,1296.0
"nar, jag, tre",fail,0.0,1296.0
"lim, lim, lim",Vocni_jackpot,-2.5,1293.5
"kes, nar, lim",fail,0.5,1294.0
"tre, lim, jag",fail,0.5,1294.5
"jag, lim, nar",fail,0.5,1295.0
"src, src, tre",free_spin,0.5,1295.5
"src, jag, tre",fail,0.0,1295.5
"kes, tre, jag",fail,0.5,1296.0
"jag, lim, kes",fail,0.5,1296.5
"tre, lim, lim",Duple_vockice,-0.5,1296.0
"src, lim, lim",Duple_vockice,-0.5,1295.5
"nar, lim, nar",Duple_vockice,-0.5,1295.0
"tre, kes, tre",Duple_vockice,-0.5,1294.5
"tre, lim, kes",fail,0.5,1295.0
"tre, jag, kes",fail,0.5,1295.5
"src, kes, tre",fail,0.5,1296.0
"kes, lim, tre",fail,0.5,1296.5
"tre, src, nar",fail,0.5,1297.0
"kes, kes, nar",bonus_x2,0.5,1297.5
"gro, kes, tre",fail,0.5,1298.0
"jag, src, tre",fail,0.5,1298.5
"jag, kes, lim",fail,0.5,1299.0
"jag, jag, kes",Duple_vockice,-0.5,1298.5
"tre, kes, tre",Duple_vockice,-0.5,1298.0
"tre, lim, kes",fail,0.5,1298.5
"tre, gro, tre",Duple_vockice,-0.5,1298.0
"tre, jag, lim",fail,0.5,1298.5
"src, nar, tre",fail,0.5,1299.0
"gro, lim, lim",Duple_vockice,-0.5,1298.5
"gro, tre, jag",fail,0.5,1299.0
"nar, kes, lim",fail,0.5,1299.5
"kes, kes, tre",bonus_x2,0.5,1300.0
"src, jag, lim",fail,0.5,1300.5
"gro, kes, tre",fail,0.5,1301.0
"lim, lim, jag",Duple_vockice,-0.5,1300.5
"tre, nar, tre",Duple_vockice,-0.5,1300.0
"kes, kes, lim",bonus_x2,0.5,1300.5
"nar, gro, tre",fail,0.5,1301.0
"kes, lim, tre",fail,0.5,1301.5
"tre, lim, gro",fail,0.5,1302.0
"jag, lim, jag",Duple_vockice,-0.5,1301.5
"nar, kes, tre",fail,0.5,1302.0
"lim, src, tre",fail,0.5,1302.5
"gro, kes, nar",fail,0.5,1303.0
"tre, lim, nar",fail,0.5,1303.5
"nar, jag, gro",fail,0.5,1304.0
"kes, tre, tre",Duple_vockice,-0.5,1303.5
"lim, src, nar",fail,0.5,1304.0
"jag, jag, nar",Duple_vockice,-0.5,1303.5
"gro, gro, gro",Vocni_jackpot,-2.5,1301.0
"src, kes, lim",fail,0.5,1301.5
"nar, gro, gro",Duple_vockice,-0.5,1301.0
"nar, src, tre",fail,0.5,1301.5
"jag, lim, tre",fail,0.5,1302.0
"tre, tre, tre",Vocni_jackpot,-2.5,1299.5
"lim, jag, kes",fail,0.5,1300.0
"gro, gro, jag",Duple_vockice,-0.5,1299.5
"nar, tre, lim",fail,0.5,1300.0
"kes, lim, kes",bonus_x2,0.5,1300.5
"lim, lim, lim",Vocni_jackpot,-5.5,1295.0
"kes, tre, tre",Duple_vockice,-0.5,1294.5
"tre, lim, tre",Duple_vockice,-0.5,1294.0
"src, jag, tre",fail,0.5,1294.5
"nar, lim, lim",Duple_vockice,-0.5,1294.0
"tre, tre, gro",Duple_vockice,-0.5,1293.5
"gro, kes, gro",Duple_vockice,-0.5,1293.0
"tre, src, lim",fail,0.5,1293.5
"tre, nar, kes",fail,0.5,1294.0
"src, src, kes",free_spin,0.5,1294.5
"nar, gro, tre",fail,0.0,1294.5
"jag, gro, kes",fail,0.5,1295.0
"src, gro, jag",fail,0.5,1295.5
"gro, jag, lim",fail,0.5,1296.0
"gro, kes, jag",fail,0.5,1296.5
"jag, nar, gro",fail,0.5,1297.0
"nar, kes, nar",Duple_vockice,-0.5,1296.5
"nar, kes, kes",bonus_x2,0.5,1297.0
"kes, lim, tre",fail,0.5,1297.5
"tre, lim, tre",Duple_vockice,-0.5,1297.0
"src, gro, tre",fail,0.5,1297.5
"gro, gro, nar",Duple_vockice,-0.5,1297.0
"kes, lim, lim",Duple_vockice,-0.5,1296.5
"nar, src, tre",fail,0.5,1297.0
"jag, src, tre",fail,0.5,1297.5
"tre, tre, tre",Vocni_jackpot,-2.5,1295.0
"gro, lim, nar",fail,0.5,1295.5
"lim, jag, jag",Duple_vockice,-0.5,1295.0
"tre, lim, gro",fail,0.5,1295.5
"tre, nar, lim",fail,0.5,1296.0
"tre, lim, tre",Duple_vockice,-0.5,1295.5
"kes, src, gro",fail,0.5,1296.0
"nar, lim, kes",fail,0.5,1296.5
"jag, nar, jag",Duple_vockice,-0.5,1296.0
"tre, jag, tre",Duple_vockice,-0.5,1295.5
"jag, lim, nar",fail,0.5,1296.0
"nar, lim, kes",fail,0.5,1296.5
"tre, lim, lim",Duple_vockice,-0.5,1296.0
"tre, src, lim",fail,0.5,1296.5
"jag, gro, gro",Duple_vockice,-0.5,1296.0
"gro, lim, tre",fail,0.5,1296.5
"nar, nar, jag",Duple_vockice,-0.5,1296.0
"lim, jag, gro",fail,0.5,1296.5
"nar, lim, gro",fail,0.5,1297.0
"tre, jag, kes",fail,0.5,1297.5
"lim, gro, kes",fail,0.5,1298.0
"jag, gro, nar",fail,0.5,1298.5
"gro, src, tre",fail,0.5,1299.0
"src, src, gro",free_spin,0.5,1299.5
"src, lim, tre",fail,0.0,1299.5
"gro, src, lim",fail,0.5,1300.0
"kes, kes, lim",bonus_x2,0.5,1300.5
"tre, lim, lim",Duple_vockice,-1.5,1299.0
"nar, tre, jag",fail,0.5,1299.5
"nar, lim, tre",fail,0.5,1300.0
"src, kes, tre",fail,0.5,1300.5
"nar, tre, tre",Duple_vockice,-0.5,1300.0
"gro, tre, tre",Duple_vockice,-0.5,1299.5
"tre, src, tre",Duple_vockice,-0.5,1299.0
"tre, src, kes",fail,0.5,1299.5
"lim, tre, tre",Duple_vockice,-0.5,1299.0
"src, nar, nar",Duple_vockice,-0.5,1298.5
"nar, jag, tre",fail,0.5,1299.0
"kes, jag, lim",fail,0.5,1299.5
"lim, jag, tre",fail,0.5,1300.0
"nar, kes, gro",fail,0.5,1300.5
"kes, tre, kes",bonus_x2,0.5,1301.0
"jag, lim, tre",fail,0.5,1301.5
"tre, nar, kes",fail,0.5,1302.0
"gro, lim, gro",Duple_vockice,-0.5,1301.5
"kes, lim, nar",fail,0.5,1302.0
"gro, nar, kes",fail,0.5,1302.5
"gro, kes, tre",fail,0.5,1303.0
"nar, lim, jag",fail,0.5,1303.5
"kes, gro, lim",fail,0.5,1304.0
"src, nar, lim",fail,0.5,1304.5
"gro, jag, tre",fail,0.5,1305.0
"gro, jag, tre",fail,0.5,1305.5
"lim, src, lim",Duple_vockice,-0.5,1305.0
"kes, src, jag",fail,0.5,1305.5
"tre, src, tre",Duple_vockice,-0.5,1305.0
"tre, jag, tre",Duple_vockice,-0.5,1304.5
"jag, kes, tre",fail,0.5,1305.0
"src, src, jag",free_spin,0.5,1305.5
"src, src, gro",free_spin,0.0,1305.5
"lim, nar, tre",fail,0.0,1305.5
"src, src, nar",free_spin,0.5,1306.0
"tre, kes, jag",fail,0.0,1306.0
"lim, lim, gro",Duple_vockice,-0.5,1305.5
"tre, jag, jag",Duple_vockice,-0.5,1305.0
"lim, lim, kes",Duple_vockice,-0.5,1304.5
"gro, gro, tre",Duple_vockice,-0.5,1304.0
"gro, nar, tre",fail,0.5,1304.5
"gro, gro, tre",Duple_vockice,-0.5,1304.0
"lim, src, tre",fail,0.5,1304.5
"tre, tre, jag",Duple_vockice,-0.5,1304.0
"src, kes, tre",fail,0.5,1304.5
"tre, kes, tre",Duple_vockice,-0.5,1304.0
"jag, gro, lim",fail,0.5,1304.5
"lim, tre, tre",Duple_vockice,-0.5,1304.0
"lim, nar, nar",Duple_vockice,-0.5,1303.5
"kes, src, tre",fail,0.5,1304.0
"nar, nar, kes",Duple_vockice,-0.5,1303.5
"src, nar, gro",fail,0.5,1304.0
"tre, lim, tre",Duple_vockice,-0.5,1303.5
"tre, lim, kes",fail,0.5,1304.0
"gro, src, tre",fail,0.5,1304.5
"jag, lim, kes",fail,0.5,1305.0
"jag, tre, jag",Duple_vockice,-0.5,1304.5
"tre, nar, tre",Duple_vockice,-0.5,1304.0
"gro, src, gro",Duple_vockice,-0.5,1303.5
"lim, tre, nar",fail,0.5,1304.0
"src, tre, tre",Duple_vockice,-0.5,1303.5
"nar, jag, gro",fail,0.5,1304.0
"tre, jag, kes",fail,0.5,1304.5
"nar, nar, tre",Duple_vockice,-0.5,1304.0
"nar, tre, nar",Duple_vockice,-0.5,1303.5
"tre, gro, tre",Duple_vockice,-0.5,1303.0
"gro, gro, jag",Duple_vockice,-0.5,1302.5
"kes, gro, tre",fail,0.5,1303.0
"src, tre, gro",fail,0.5,1303.5
"lim, kes, nar",fail,0.5,1304.0
"nar, kes, lim",fail,0.5,1304.5
"src, src, nar",free_spin,0.5,1305.0
"kes, lim, lim",Duple_vockice,-1.0,1304.0
"src, lim, tre",fail,0.5,1304.5
"nar, src, tre",fail,0.5,1305.0
"gro, nar, kes",fail,0.5,1305.5
"tre, nar, lim",fail,0.5,1306.0
"gro, kes, tre",fail,0.5,1306.5
"kes, nar, tre",fail,0.5,1307.0
"tre, kes, gro",fail,0.5,1307.5
"kes, gro, nar",fail,0.5,1308.0
"src, lim, kes",fail,0.5,1308.5
"kes, lim, tre",fail,0.5,1309.0
"tre, src, tre",Duple_vockice,-0.5,1308.5
"gro, tre, gro",Duple_vockice,-0.5,1308.0
"jag, lim, tre",fail,0.5,1308.5
"jag, gro, tre",fail,0.5,1309.0
"gro, lim, lim",Duple_vockice,-0.5,1308.5
"jag, jag, tre",Duple_vockice,-0.5,1308.0
"kes, kes, lim",bonus_x2,0.5,1308.5
"tre, jag, kes",fail,0.5,1309.0
"lim, nar, kes",fail,0.5,1309.5
"src, gro, tre",fail,0.5,1310.0
"lim, nar, nar",Duple_vockice,-0.5,1309.5
"tre, lim, kes",fail,0.5,1310.0
"gro, kes, gro",Duple_vockice,-0.5,1309.5
"jag, lim, jag",Duple_vockice,-0.5,1309.0
"nar, kes, tre",fail,0.5,1309.5
"tre, lim, kes",fail,0.5,1310.0
"nar, nar, tre",Duple_vockice,-0.5,1309.5
"kes, kes, lim",bonus_x2,0.5,1310.0
"jag, jag, jag",Vocni_jackpot,-5.5,1304.5
"jag, nar, tre",fail,0.5,1305.0
"src, kes, kes",bonus_x2,0.5,1305.5
"gro, lim, tre",fail,0.5,1306.0
"tre, kes, tre",Duple_vockice,-0.5,1305.5
"nar, gro, tre",fail,0.5,1306.0
"tre, tre, kes",Duple_vockice,-0.5,1305.5
"tre, src, lim",fail,0.5,1306.0
"src, nar, tre",fail,0.5,1306.5
"src, tre, jag",fail,0.5,1307.0
"jag, jag, tre",Duple_vockice,-0.5,1306.5
"jag, kes, tre",fail,0.5,1307.0
"tre, jag, jag",Duple_vockice,-0.5,1306.5
"lim, jag, jag",Duple_vockice,-0.5,1306.0
"tre, jag, tre",Duple_vockice,-0.5,1305.5
"tre, lim, nar",fail,0.5,1306.0
"nar, lim, gro",fail,0.5,1306.5
"jag, jag, gro",Duple_vockice,-0.5,1306.0
"kes, src, jag",fail,0.5,1306.5
"gro, src, kes",fail,0.5,1307.0
"lim, tre, nar",fail,0.5,1307.5
"kes, kes, gro",bonus_x2,0.5,1308.0
"kes, src, nar",fail,0.5,1308.5
"lim, lim, tre",Duple_vockice,-0.5,1308.0
"src, gro, tre",fail,0.5,1308.5
"gro, tre, gro",Duple_vockice,-0.5,1308.0
"src, jag, tre",fail,0.5,1308.5
"tre, tre, gro",Duple_vockice,-0.5,1308.0
"gro, kes, tre",fail,0.5,1308.5
"src, gro, tre",fail,0.5,1309.0
"nar, src, kes",fail,0.5,1309.5
"nar, kes, gro",fail,0.5,1310.0
"jag, lim, tre",fail,0.5,1310.5
"lim, src, tre",fail,0.5,1311.0
"gro, nar, tre",fail,0.5,1311.5
"jag, jag, nar",Duple_vockice,-0.5,1311.0
"jag, lim, tre",fail,0.5,1311.5
"gro, nar, gro",Duple_vockice,-0.5,1311.0
"lim, kes, tre",fail,0.5,1311.5
"lim, jag, jag",Duple_vockice,-0.5,1311.0
"lim, kes, tre",fail,0.5,1311.5
"tre, src, lim",fail,0.5,1312.0
"lim, gro, gro",Duple_vockice,-0.5,1311.5
"src, tre, tre",Duple_vockice,-0.5,1311.0
"nar, src, gro",fail,0.5,1311.5
"tre, nar, jag",fail,0.5,1312.0
"tre, nar, gro",fail,0.5,1312.5
"nar, tre, nar",Duple_vockice,-0.5,1312.0
"gro, tre, kes",fail,0.5,1312.5
"src, lim, nar",fail,0.5,1313.0
"src, gro, lim",fail,0.5,1313.5
"nar, lim, tre",fail,0.5,1314.0
"nar, nar, kes",Duple_vockice,-0.5,1313.5
"tre, gro, kes",fail,0.5,1314.0
"src, gro, jag",fail,0.5,1314.5
"nar, jag, nar",Duple_vockice,-0.5,1314.0
"tre, lim, tre",Duple_vockice,-0.5,1313.5
"tre, jag, tre",Duple_vockice,-0.5,1313.0
"kes, tre, lim",fail,0.5,1313.5
"tre, nar, tre",Duple_vockice,-0.5,1313.0
"nar, src, lim",fail,0.5,1313.5
"gro, src, tre",fail,0.5,1314.0
"tre, kes, tre",Duple_vockice,-0.5,1313.5
"jag, nar, kes",fail,0.5,1314.0
"tre, kes, lim",fail,0.5,1314.5
"gro, lim, gro",Duple_vockice,-0.5,1314.0
"jag, tre, gro",fail,0.5,1314.5
"jag, kes, tre",fail,0.5,1315.0
"kes, lim, lim",Duple_vockice,-0.5,1314.5
"kes, tre, lim",fail,0.5,1315.0
"lim, kes, tre",fail,0.5,1315.5
"tre, lim, tre",Duple_vockice,-0.5,1315.0
"nar, kes, tre",fail,0.5,1315.5
"tre, lim, tre",Duple_vockice,-0.5,1315.0
"tre, lim, tre",Duple_vockice,-0.5,1314.5
"src, lim, tre",fail,0.5,1315.0
"lim, lim, tre",Duple_vockice,-0.5,1314.5
"tre, gro, tre",Duple_vockice,-0.5,1314.0
"gro, jag, tre",fail,0.5,1314.5
"kes, lim, jag",fail,0.5,1315.0
"src, src, jag",free_spin,0.5,1315.5
"src, gro, nar",fail,0.0,1315.5
"tre, lim, tre",Duple_vockice,-0.5,1315.0
"src, lim, tre",fail,0.5,1315.5
"nar, lim, kes",fail,0.5,1316.0
"gro, lim, tre",fail,0.5,1316.5
"tre, src, gro",fail,0.5,1317.0
"tre, kes, tre",Duple_vockice,-0.5,1316.5
"lim, lim, tre",Duple_vockice,-0.5,1316.0
"nar, src, tre",fail,0.5,1316.5
"kes, jag, kes",bonus_x2,0.5,1317.0
"jag, jag, tre",Duple_vockice,-1.5,1315.5
"jag, tre, tre",Duple_vockice,-0.5,1315.0
"tre, nar, nar",Duple_vockice,-0.5,1314.5
"lim, kes, tre",fail,0.5,1315.0
"gro, lim, tre",fail,0.5,1315.5
"kes, tre, jag",fail,0.5,1316.0
"lim, src, jag",fail,0.5,1316.5
"tre, gro, tre",Duple_vockice,-0.5,1316.0
"jag, gro, nar",fail,0.5,1316.5
"jag, lim, lim",Duple_vockice,-0.5,1316.0
"jag, lim, tre",fail,0.5,1316.5
"tre, nar, tre",Duple_vockice,-0.5,1316.0
"lim, lim, lim",Vocni_jackpot,-2.5,1313.5
"tre, nar, gro",fail,0.5,1314.0
"jag, jag, tre",Duple_vockice,-0.5,1313.5
"nar, tre, jag",fail,0.5,1314.0
"nar, lim, gro",fail,0.5,1314.5
"tre, lim, tre",Duple_vockice,-0.5,1314.0
"nar, tre, tre",Duple_vockice,-0.5,1313.5
"tre, nar, gro",fail,0.5,1314.0
"gro, tre, lim",fail,0.5,1314.5
"tre, lim, nar",fail,0.5,1315.0
"tre, nar, nar",Duple_vockice,-0.5,1314.5
"tre, src, kes",fail,0.5,1315.0
"tre, tre, jag",Duple_vockice,-0.5,1314.5
"lim, nar, tre",fail,0.5,1315.0
"jag, jag, tre",Duple_vockice,-0.5,1314.5
"nar, jag, tre",fail,0.5,1315.0
"nar, tre, gro",fail,0.5,1315.5
"lim, src, kes",fail,0.5,1316.0
"tre, nar, tre",Duple_vockice,-0.5,1315.5
"lim, gro, lim",Duple_vockice,-0.5,1315.0
"nar, jag, lim",fail,0.5,1315.5
"tre, gro, tre",Duple_vockice,-0.5,1315.0
"lim, nar, tre",fail,0.5,1315.5
"lim, gro, lim",Duple_vockice,-0.5,1315.0
"src, jag, tre",fail,0.5,1315.5
"src, tre, tre",Duple_vockice,-0.5,1315.0
"kes, tre, jag",fail,0.5,1315.5
"tre, jag, nar",fail,0.5,1316.0
"tre, tre, tre",Vocni_jackpot,-2.5,1313.5
"src, tre, tre",Duple_vockice,-0.5,1313.0
"src, lim, gro",fail,0.5,1313.5
"tre, nar, tre",Duple_vockice,-0.5,1313.0
"nar, tre, jag",fail,0.5,1313.5
"tre, tre, jag",Duple_vockice,-0.5,1313.0
"nar, src, tre",fail,0.5,1313.5
"gro, kes, nar",fail,0.5,1314.0
"gro, src, tre",fail,0.5,1314.5
"lim, gro, kes",fail,0.5,1315.0
"tre, kes, jag",fail,0.5,1315.5
"tre, kes, kes",bonus_x2,0.5,1316.0
"tre, tre, gro",Duple_vockice,-1.5,1314.5
"tre, jag, tre",Duple_vockice,-0.5,1314.0
"lim, tre, jag",fail,0.5,1314.5
"nar, gro, tre",fail,0.5,1315.0
"kes, kes, jag",bonus_x2,0.5,1315.5
"nar, lim, tre",fail,0.5,1316.0
"src, kes, kes",bonus_x2,0.5,1316.5
"tre, kes, kes",bonus_x2,0.5,1317.0
"tre, src, tre",Duple_vockice,-1.5,1315.5
"src, nar, kes",fail,0.5,1316.0
"kes, jag, jag",Duple_vockice,-0.5,1315.5
"tre, tre, tre",Vocni_jackpot,-2.5,1313.0
"jag, nar, jag",Duple_vockice,-0.5,1312.5
"tre, src, lim",fail,0.5,1313.0
"tre, lim, tre",Duple_vockice,-0.5,1312.5
"kes, lim, gro",fail,0.5,1313.0
"tre, nar, nar",Duple_vockice,-0.5,1312.5
"tre, lim, jag",fail,0.5,1313.0
"tre, lim, tre",Duple_vockice,-0.5,1312.5
"jag, tre, jag",Duple_vockice,-0.5,1312.0
"nar, jag, kes",fail,0.5,1312.5
"src, tre, tre",Duple_vockice,-0.5,1312.0
"src, lim, kes",fail,0.5,1312.5
"kes, kes, tre",bonus_x2,0.5,1313.0
"jag, jag, gro",Duple_vockice,-1.5,1311.5
"nar, tre, tre",Duple_vockice,-0.5,1311.0
"nar, gro, tre",fail,0.5,1311.5
"kes, lim, tre",fail,0.5,1312.0
"tre, lim, tre",Duple_vockice,-0.5,1311.5
"lim, gro, gro",Duple_vockice,-0.5,1311.0
"nar, tre, kes",fail,0.5,1311.5
"kes, nar, jag",fail,0.5,1312.0
"src, src, nar",free_spin,0.5,1312.5
"jag, gro, lim",fail,0.0,1312.5
"tre, jag, tre",Duple_vockice,-0.5,1312.0
"lim, jag, tre",fail,0.5,1312.5
"jag, jag, jag",Vocni_jackpot,-2.5,1310.0
"gro, nar, gro",Duple_vockice,-0.5,1309.5
"gro, jag, tre",fail,0.5,1310.0
"src, gro, gro",Duple_vockice,-0.5,1309.5
"kes, src, kes",bonus_x2,0.5,1310.0
"nar, kes, tre",fail,0.5,1310.5
"tre, lim, tre",Duple_vockice,-0.5,1310.0
"src, lim, kes",fail,0.5,1310.5
"nar, src, gro",fail,0.5,1311.0
"kes, lim, gro",fail,0.5,1311.5
"tre, jag, tre",Duple_vockice,-0.5,1311.0
"tre, lim, tre",Duple_vockice,-0.5,1310.5
"tre, lim, jag",fail,0.5,1311.0
"tre, kes, tre",Duple_vockice,-0.5,1310.5
"tre, src, tre",Duple_vockice,-0.5,1310.0
"src, src, tre",free_spin,0.5,1310.5
"gro, src, gro",Duple_vockice,-1.0,1309.5
"lim, kes, tre",fail,0.5,1310.0
"kes, lim, tre",fail,0.5,1310.5
"src, src, lim",free_spin,0.5,1311.0
"lim, lim, kes",Duple_vockice,-1.0,1310.0
"lim, nar, tre",fail,0.5,1310.5
"tre, tre, tre",Vocni_jackpot,-2.5,1308.0
"tre, jag, kes",fail,0.5,1308.5
"src, src, lim",free_spin,0.5,1309.0
"src, jag, jag",Duple_vockice,-1.0,1308.0
"src, lim, tre",fail,0.5,1308.5
"src, kes, jag",fail,0.5,1309.0
"jag, nar, kes",fail,0.5,1309.5
"tre, src, jag",fail,0.5,1310.0
"nar, tre, tre",Duple_vockice,-0.5,1309.5
"jag, kes, nar",fail,0.5,1310.0
"nar, gro, tre",fail,0.5,1310.5
"kes, kes, lim",bonus_x2,0.5,1311.0
"gro, kes, gro",Duple_vockice,-1.5,1309.5
"tre, jag, tre",Duple_vockice,-0.5,1309.0
"src, lim, kes",fail,0.5,1309.5
"src, lim, jag",fail,0.5,1310.0
"lim, tre, tre",Duple_vockice,-0.5,1309.5
"tre, kes, gro",fail,0.5,1310.0
"tre, jag, jag",Duple_vockice,-0.5,1309.5
"gro, jag, nar",fail,0.5,1310.0
"tre, gro, jag",fail,0.5,1310.5
"tre, gro, nar",fail,0.5,1311.0
"lim, kes, tre",fail,0.5,1311.5
"src, kes, nar",fail,0.5,1312.0
"gro, lim, tre",fail,0.5,1312.5
"tre, kes, tre",Duple_vockice,-0.5,1312.0
"kes, jag, jag",Duple_vockice,-0.5,1311.5
"kes, lim, jag",fail,0.5,1312.0
"lim, nar, tre",fail,0.5,1312.5
"nar, tre, jag",fail,0.5,1313.0
"gro, nar, tre",fail,0.5,1313.5
"tre, lim, gro",fail,0.5,1314.0
"kes, tre, kes",bonus_x2,0.5,1314.5
"kes, tre, tre",Duple_vockice,-1.5,1313.0
"nar, gro, tre",fail,0.5,1313.5
"lim, lim, tre",Duple_vockice,-0.5,1313.0
"jag, tre, gro",fail,0.5,1313.5
"tre, src, tre",Duple_vockice,-0.5,1313.0
"kes, jag, jag",Duple_vockice,-0.5,1312.5
"gro, src, nar",fail,0.5,1313.0
"kes, src, gro",fail,0.5,1313.5
"kes, lim, tre",fail,0.5,1314.0
"kes, gro, lim",fail,0.5,1314.5
"kes, lim, tre",fail,0.5,1315.0
"tre, kes, tre",Duple_vockice,-0.5,1314.5
"nar, tre, gro",fail,0.5,1315.0
"tre, tre, nar",Duple_vockice,-0.5,1314.5
"lim, jag, tre",fail,0.5,1315.0
"src, jag, nar",fail,0.5,1315.5
"jag, src, tre",fail,0.5,1316.0
"jag, lim, tre",fail,0.5,1316.5
"nar, gro, kes",fail,0.5,1317.0
"jag, tre, jag",Duple_vockice,-0.5,1316.5
"nar, tre, lim",fail,0.5,1317.0
"tre, kes, jag",fail,0.5,1317.5
"kes, lim, tre",fail,0.5,1318.0
"nar, lim, tre",fail,0.5,1318.5
"nar, tre, kes",fail,0.5,1319.0
"src, tre, kes",fail,0.5,1319.5
"src, jag, kes",fail,0.5,1320.0
"kes, tre, gro",fail,0.5,1320.5
"nar, lim, nar",Duple_vockice,-0.5,1320.0
"gro, src, nar",fail,0.5,1320.5
"tre, lim, nar",fail,0.5,1321.0
"nar, kes, nar",Duple_vockice,-0.5,1320.5
"tre, kes, gro",fail,0.5,1321.0
"tre, lim, jag",fail,0.5,1321.5
"src, lim, kes",fail,0.5,1322.0
"tre, nar, lim",fail,0.5,1322.5
"gro, src, tre",fail,0.5,1323.0
"gro, lim, jag",fail,0.5,1323.5
"gro, kes, jag",fail,0.5,1324.0
"src, lim, nar",fail,0.5,1324.5
"nar, gro, jag",fail,0.5,1325.0
"gro, gro, tre",Duple_vockice,-0.5,1324.5
"gro, tre, gro",Duple_vockice,-0.5,1324.0
"tre, tre, tre",Vocni_jackpot,-2.5,1321.5
"tre, lim, tre",Duple_vockice,-0.5,1321.0
"tre, gro, kes",fail,0.5,1321.5
"tre, gro, tre",Duple_vockice,-0.5,1321.0
"tre, jag, kes",fail,0.5,1321.5
"jag, kes, kes",bonus_x2,0.5,1322.0
"gro, lim, lim",Duple_vockice,-1.5,1320.5
"tre, gro, tre",Duple_vockice,-0.5,1320.0
"tre, nar, jag",fail,0.5,1320.5
"kes, lim, kes",bonus_x2,0.5,1321.0
"tre, tre, kes",Duple_vockice,-1.5,1319.5
"tre, lim, tre",Duple_vockice,-0.5,1319.0
"kes, src, tre",fail,0.5,1319.5
"lim, tre, kes",fail,0.5,1320.0
"tre, lim, tre",Duple_vockice,-0.5,1319.5
"kes, jag, nar",fail,0.5,1320.0
"src, kes, jag",fail,0.5,1320.5
"tre, lim, jag",fail,0.5,1321.0
"src, jag, gro",fail,0.5,1321.5
"gro, gro, tre",Duple_vockice,-0.5,1321.0
"src, lim, tre",fail,0.5,1321.5
"nar, src, lim",fail,0.5,1322.0
"nar, lim, jag",fail,0.5,1322.5
"nar, src, nar",Duple_vockice,-0.5,1322.0
"nar, tre, tre",Duple_vockice,-0.5,1321.5
"kes, lim, lim",Duple_vockice,-0.5,1321.0
"tre, src, tre",Duple_vockice,-0.5,1320.5
"tre, gro, jag",fail,0.5,1321.0
"gro, gro, tre",Duple_vockice,-0.5,1320.5
"tre, tre, kes",Duple_vockice,-0.5,1320.0
"kes, lim, tre",fail,0.5,1320.5
"jag, tre, kes",fail,0.5,1321.0
"lim, src, jag",fail,0.5,1321.5
"nar, lim, nar",Duple_vockice,-0.5,1321.0
"nar, tre, gro",fail,0.5,1321.5
"tre, src, tre",Duple_vockice,-0.5,1321.0
"gro, gro, tre",Duple_vockice,-0.5,1320.5
"src, lim, jag",fail,0.5,1321.0
"nar, gro, gro",Duple_vockice,-0.5,1320.5
"src, jag, tre",fail,0.5,1321.0
